Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ROBO3	gene	ROBO3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608630						1		1.58			ENSG00000154134	ENSG00000154134	HGNC:13433													
RPGRIP1L	gene	RPGRIP1L	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 7;Joubert syndrome;Meckel-Gruber syndrome;Meckel syndrome 5;Meckel syndrome	610937			17558409;17558407;19574260			1		1.58			ENSG00000103494	ENSG00000103494	HGNC:29168													
RPIA	gene	RPIA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					180430						1		1.58			ENSG00000153574	ENSG00000153574	HGNC:10297													
RPL10	gene	RPL10	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					312173						1		1.58			ENSG00000147403	ENSG00000147403	HGNC:10298													
RRM2B	gene	RRM2B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604712						1		1.58			ENSG00000048392	ENSG00000048392	HGNC:17296													
RYR1	gene	RYR1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					180901						1		1.58			ENSG00000196218	ENSG00000196218	HGNC:10483													
SAR1B	gene	SAR1B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607690						1		1.58			ENSG00000152700	ENSG00000152700	HGNC:10535													
SARS2	gene	SARS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612804						1		1.58			ENSG00000104835	ENSG00000104835	HGNC:17697													
SBDS	gene	SBDS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607444						1		1.58			ENSG00000126524	ENSG00000126524	HGNC:19440													
SC5D	gene	SC5D	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602286						1		1.58			ENSG00000109929	ENSG00000109929	HGNC:10547													
SCN9A	gene	SCN9A	South West GLH	Childhood onset dystonia or chorea or related movement disorder			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Paroxysmal extreme pain disorder, 167400;Erythermalgia, Primary;Erythermalgia, primary, 133020;Hereditary Sensory Neuropathy;Insensitivity to pain, channelopathy-associated, 243000;Congenital Indifference to Pain;Epilepsy, generalized, with febrile seizures plus, type 7, 613863;Dysosteosclerosis;Febrile seizures, familial, 3B, 613863;Paroxysmal Extreme Pain Disorder	603415						1		1.58			ENSG00000169432	ENSG00000169432	HGNC:10597													
SCO1	gene	SCO1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603644						1		1.58			ENSG00000133028	ENSG00000133028	HGNC:10603													
SCO2	gene	SCO2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604272						1		1.58			ENSG00000130489	ENSG00000130489	HGNC:10604													
SCP2	gene	SCP2	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			Unknown	?Leukoencephalopathy with dystonia and motor neuropathy, 613724	184755						1		1.58			ENSG00000116171	ENSG00000116171	HGNC:10606													
SDCCAG8	gene	SDCCAG8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613524						1		1.58			ENSG00000054282	ENSG00000054282	HGNC:10671													
SDHA	gene	SDHA	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Leigh syndrome, 256000;Mitochondrial respiratory chain complex II deficiency, 252011;Cardiomyopathy, dilated, 1GG, 613642	600857						1		1.58			ENSG00000073578	ENSG00000073578	HGNC:10680													
SDHAF1	gene	SDHAF1	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex II deficiency, 252011	612848						1		1.58			ENSG00000205138	ENSG00000205138	HGNC:33867													
SDHAF2	gene	SDHAF2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613019						1		1.58			ENSG00000167985	ENSG00000167985	HGNC:26034													
SDHB	gene	SDHB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					185470						1		1.58			ENSG00000117118	ENSG00000117118	HGNC:10681													
SDHC	gene	SDHC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602413						1		1.58			ENSG00000143252	ENSG00000143252	HGNC:10682													
SDHD	gene	SDHD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602690						1		1.58			ENSG00000204370	ENSG00000204370	HGNC:10683													
SEC23B	gene	SEC23B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610512						1		1.58			ENSG00000101310	ENSG00000101310	HGNC:10702													
SEPSECS	gene	SEPSECS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613009						1		1.58			ENSG00000109618	ENSG00000109618	HGNC:30605													
SGSH	gene	SGSH	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605270						1		1.58			ENSG00000181523	ENSG00000181523	HGNC:10818													
SI	gene	SI	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609845						1		1.58			ENSG00000090402	ENSG00000090402	HGNC:10856													
SKIV2L	gene	SKIV2L	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600478						1		1.58			ENSG00000204351	ENSG00000204351	HGNC:10898													
SLC12A3	gene	SLC12A3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600968						1		1.58			ENSG00000070915	ENSG00000070915	HGNC:10912													
SLC16A1	gene	SLC16A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600682						1		1.58			ENSG00000155380	ENSG00000155380	HGNC:10922													
SLC17A5	gene	SLC17A5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604322						1		1.58			ENSG00000119899	ENSG00000119899	HGNC:10933													
SLC18A2	gene	SLC18A2	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Brain Dopamine Serotonin Vesicular Transport Disease (Other disorders of neurotransmitter metabolism);Vesicular monoamine transporter deficiency	193001			27830117;28477711;26497564;23363473;27520881;24398404;24018103;27604308			1		1.58			ENSG00000165646	ENSG00000165646	HGNC:10935													
SLC19A2	gene	SLC19A2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603941						1		1.58			ENSG00000117479	ENSG00000117479	HGNC:10938													
SLC22A5	gene	SLC22A5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603377						1		1.58			ENSG00000197375	ENSG00000197375	HGNC:10969													
SLC25A1	gene	SLC25A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					190315						1		1.58			ENSG00000100075	ENSG00000100075	HGNC:10979													
SLC25A12	gene	SLC25A12	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603667						1		1.58			ENSG00000115840	ENSG00000115840	HGNC:10982													
SLC25A13	gene	SLC25A13	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603859						1		1.58			ENSG00000004864	ENSG00000004864	HGNC:10983													
SLC25A15	gene	SLC25A15	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603861						1		1.58			ENSG00000102743	ENSG00000102743	HGNC:10985													
SLC25A19	gene	SLC25A19	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Microcephaly, Amish type 607196;Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type) 613710	606521			19798730;12185364;17035501			1		1.58			ENSG00000125454	ENSG00000125454	HGNC:14409													
SLC25A20	gene	SLC25A20	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613698						1		1.58			ENSG00000178537	ENSG00000178537	HGNC:1421													
SLC25A22	gene	SLC25A22	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609302						1		1.58			ENSG00000177542	ENSG00000177542	HGNC:19954													
SLC25A26	gene	SLC25A26	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611037						1		1.58			ENSG00000144741	ENSG00000144741	HGNC:20661													
SLC25A3	gene	SLC25A3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600370						1		1.58			ENSG00000075415	ENSG00000075415	HGNC:10989													
SLC25A38	gene	SLC25A38	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610819						1		1.58			ENSG00000144659	ENSG00000144659	HGNC:26054													
SLC25A4	gene	SLC25A4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					103220						1		1.58			ENSG00000151729	ENSG00000151729	HGNC:10990													
SLC25A46	gene	SLC25A46	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610826						1		1.58			ENSG00000164209	ENSG00000164209	HGNC:25198													
SLC2A2	gene	SLC2A2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138160						1		1.58			ENSG00000163581	ENSG00000163581	HGNC:11006													
SLC35A1	gene	SLC35A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605634						1		1.58			ENSG00000164414	ENSG00000164414	HGNC:11021													
SLC35A2	gene	SLC35A2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					314375						1		1.58			ENSG00000102100	ENSG00000102100	HGNC:11022													
SLC35C1	gene	SLC35C1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605881						1		1.58			ENSG00000181830	ENSG00000181830	HGNC:20197													
SLC35D1	gene	SLC35D1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610804						1		1.58			ENSG00000116704	ENSG00000116704	HGNC:20800													
SLC37A4	gene	SLC37A4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602671						1		1.58			ENSG00000137700	ENSG00000137700	HGNC:4061													
SLC39A4	gene	SLC39A4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607059						1		1.58			ENSG00000147804	ENSG00000147804	HGNC:17129													
SLC39A8	gene	SLC39A8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608732						1		1.58			ENSG00000138821	ENSG00000138821	HGNC:20862													
SLC3A1	gene	SLC3A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					104614						1		1.58			ENSG00000138079	ENSG00000138079	HGNC:11025													
SLC40A1	gene	SLC40A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604653						1		1.58			ENSG00000138449	ENSG00000138449	HGNC:10909													
SLC46A1	gene	SLC46A1	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Folate malabsorption, hereditary, 229050	611672						1		1.58			ENSG00000076351	ENSG00000076351	HGNC:30521													
SLC52A2	gene	SLC52A2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607882						1		1.58			ENSG00000185803	ENSG00000185803	HGNC:30224													
SLC52A3	gene	SLC52A3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613350						1		1.58			ENSG00000101276	ENSG00000101276	HGNC:16187													
SLC5A1	gene	SLC5A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					182380						1		1.58			ENSG00000100170	ENSG00000100170	HGNC:11036													
SLC6A19	gene	SLC6A19	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608893						1		1.58			ENSG00000174358	ENSG00000174358	HGNC:27960													
SLC6A20	gene	SLC6A20	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605616						1		1.58			ENSG00000163817	ENSG00000163817	HGNC:30927													
SLC7A7	gene	SLC7A7	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603593						1		1.58			ENSG00000155465	ENSG00000155465	HGNC:11065													
SLC7A9	gene	SLC7A9	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604144						1		1.58			ENSG00000021488	ENSG00000021488	HGNC:11067													
SLC9A6	gene	SLC9A6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300231						1		1.58			ENSG00000198689	ENSG00000198689	HGNC:11079													
SMPD1	gene	SMPD1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607608						1		1.58			ENSG00000166311	ENSG00000166311	HGNC:11120													
SMPD4	gene	SMPD4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610457						1		1.58			ENSG00000136699	ENSG00000136699	HGNC:32949													
SPTBN2	gene	SPTBN2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604985						1		1.58			ENSG00000173898	ENSG00000173898	HGNC:11276													
SPTLC1	gene	SPTLC1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605712						1		1.58			ENSG00000090054	ENSG00000090054	HGNC:11277													
SPTLC2	gene	SPTLC2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605713						1		1.58			ENSG00000100596	ENSG00000100596	HGNC:11278													
SRD5A3	gene	SRD5A3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611715						1		1.58			ENSG00000128039	ENSG00000128039	HGNC:25812													
SSR4	gene	SSR4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300090						1		1.58			ENSG00000180879	ENSG00000180879	HGNC:11326													
ST3GAL3	gene	ST3GAL3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606494						1		1.58			ENSG00000126091	ENSG00000126091	HGNC:10866													
ST3GAL5	gene	ST3GAL5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604402						1		1.58			ENSG00000115525	ENSG00000115525	HGNC:10872													
STS	gene	STS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300747						1		1.58			ENSG00000101846	ENSG00000101846	HGNC:11425													
STT3A	gene	STT3A	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601134						1		1.58			ENSG00000134910	ENSG00000134910	HGNC:6172													
SUCLG1	gene	SUCLG1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400	611224						1		1.58			ENSG00000163541	ENSG00000163541	HGNC:11449													
SUFU	gene	SUFU	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 32, 617757	607035						1		1.58			ENSG00000107882	ENSG00000107882	HGNC:16466													
SUMF1	gene	SUMF1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607939						1		1.58			ENSG00000144455	ENSG00000144455	HGNC:20376													
SYNE1	gene	SYNE1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608441						1		1.58			ENSG00000131018	ENSG00000131018	HGNC:17089													
TACO1	gene	TACO1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612958						1		1.58			ENSG00000136463	ENSG00000136463	HGNC:24316													
TALDO1	gene	TALDO1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602063						1		1.58			ENSG00000177156	ENSG00000177156	HGNC:11559													
TANGO2	gene	TANGO2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					616830						1		1.58			ENSG00000183597	ENSG00000183597	HGNC:25439													
TARS2	gene	TARS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612805						1		1.58			ENSG00000143374	ENSG00000143374	HGNC:30740													
TAT	gene	TAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613018						1		1.58			ENSG00000198650	ENSG00000198650	HGNC:11573													
TAZ	gene	TAZ	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300394						1		1.58			ENSG00000102125	ENSG00000102125	HGNC:11577													
TCN2	gene	TCN2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613441						1		1.58			ENSG00000185339	ENSG00000185339	HGNC:11653													
TCTEX1D2	gene	TCTEX1D2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					617353						1		1.58			ENSG00000213123	ENSG00000213123	HGNC:28482													
TCTN1	gene	TCTN1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome	609863			20301500;22693042;28631893;21725307;26477546;26489806			1		1.58			ENSG00000204852	ENSG00000204852	HGNC:26113													
TCTN2	gene	TCTN2	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome;Joubert syndrome, Meckel-Gruber syndrome;Joubert syndrome 24	613846			21565611;25118024			1		1.58			ENSG00000168778	ENSG00000168778	HGNC:25774													
TCTN3	gene	TCTN3	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Meckel-Gruber;Joubert syndrome;Joubert syndrome 18;Orofaciodigital syndrome IV;Mohr-Majewski syndrome	613847			22883145;25118024			1		1.58			ENSG00000119977	ENSG00000119977	HGNC:24519													
TERT	gene	TERT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					187270						1		1.58			ENSG00000164362	ENSG00000164362	HGNC:11730													
TFR2	gene	TFR2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604720						1		1.58			ENSG00000106327	ENSG00000106327	HGNC:11762													
TIMM50	gene	TIMM50	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607381						1		1.58			ENSG00000105197	ENSG00000105197	HGNC:23656													
TINF2	gene	TINF2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604319						1		1.58			ENSG00000092330	ENSG00000092330	HGNC:11824													
TK2	gene	TK2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					188250						1		1.58			ENSG00000166548	ENSG00000166548	HGNC:11831													
TMEM107	gene	TMEM107	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome XVI 617563;?Joubert syndrome 29 617562;Meckel syndrome 13 617562	616183			22698544;26595381;26123494;26518474			1		1.58			ENSG00000179029	ENSG00000179029	HGNC:28128													
TMEM126B	gene	TMEM126B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615533						1		1.58			ENSG00000171204	ENSG00000171204	HGNC:30883													
TMEM138	gene	TMEM138	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 16;Joubert syndrome with oculorenal defect	614459			22282472			1		1.58			ENSG00000149483	ENSG00000149483	HGNC:26944													
TMEM165	gene	TMEM165	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614726						1		1.58			ENSG00000134851	ENSG00000134851	HGNC:30760													
TMEM216	gene	TMEM216	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome: Meckel-Gruber syndrome;Joubert syndrome 2;Meckel syndrome;Joubert syndrome with oculorenal defect	613277			22282472;20512146;20036350			1		1.58			ENSG00000187049	ENSG00000187049	HGNC:25018													
TMEM231	gene	TMEM231	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 20;Meckel syndrome 11, 615397;Joubert syndrome 20, 614970;Meckel syndrome;Joubert syndrome with oculorenal defect	614949						1		1.58			ENSG00000205084	ENSG00000205084	HGNC:37234													
TMEM237	gene	TMEM237	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 14;Joubert syndrome;Joubert syndrome with oculorenal defect	614423			20301500;22152675			1		1.58			ENSG00000155755	ENSG00000155755	HGNC:14432													
TMEM5	gene	TMEM5	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605862						1		1.58			ENSG00000118600	ENSG00000118600	HGNC:13530													
TMEM67	gene	TMEM67	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	613550;607361;Joubert syndrome;?Bardet-Biedl syndrome?;COACH syndrome;216360;Joubert syndrome 6;Meckel-Gruber syndrome;Meckel syndrome;nephronophthisis;Senior-Boichis syndrome;610688;Nephronophthisis 11	609884			PMID: 17160906;PMID: 19058225;PMID: 20607301;PMID: 16415887;PMID: 18327255;PMID: 19508969			1		1.58			ENSG00000164953	ENSG00000164953	HGNC:28396													
TMEM70	gene	TMEM70	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612418						1		1.58			ENSG00000175606	ENSG00000175606	HGNC:26050													
TOE1	gene	TOE1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613931						1		1.58			ENSG00000132773	ENSG00000132773	HGNC:15954													
TRAF3IP1	gene	TRAF3IP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607380						1		1.58			ENSG00000204104	ENSG00000204104	HGNC:17861													
TREM2	gene	TREM2	South West GLH	Childhood onset dystonia or chorea or related movement disorder				Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2, 618193;Alzheimers disease;Frontotemporal dementia	605086						1		1.58			ENSG00000095970	ENSG00000095970	HGNC:17761													
TRIM37	gene	TRIM37	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605073						1		1.58			ENSG00000108395	ENSG00000108395	HGNC:7523													
TRMU	gene	TRMU	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610230						1		1.58			ENSG00000100416	ENSG00000100416	HGNC:25481													
TRNT1	gene	TRNT1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612907						1		1.58			ENSG00000072756	ENSG00000072756	HGNC:17341													
TRPM6	gene	TRPM6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607009						1		1.58			ENSG00000119121	ENSG00000119121	HGNC:17995													
TSEN2	gene	TSEN2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608753						1		1.58			ENSG00000154743	ENSG00000154743	HGNC:28422													
TSEN34	gene	TSEN34	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608754						1		1.58			ENSG00000170892	ENSG00000170892	HGNC:15506													
TSEN54	gene	TSEN54	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608755						1		1.58			ENSG00000182173	ENSG00000182173	HGNC:27561													
TSFM	gene	TSFM	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604723						1		1.58			ENSG00000123297	ENSG00000123297	HGNC:12367													
TTC19	gene	TTC19	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613814						1		1.58			ENSG00000011295	ENSG00000011295	HGNC:26006													
TTC21B	gene	TTC21B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612014						1		1.58			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC37	gene	TTC37	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614589						1		1.58			ENSG00000198677	ENSG00000198677	HGNC:23639													
TTC8	gene	TTC8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608132						1		1.58			ENSG00000165533	ENSG00000165533	HGNC:20087													
TTPA	gene	TTPA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600415						1		1.58			ENSG00000137561	ENSG00000137561	HGNC:12404													
TUBA1A	gene	TUBA1A	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 3 611603	602529						1		1.58			ENSG00000167552	ENSG00000167552	HGNC:20766													
TUBA8	gene	TUBA8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605742						1		1.58			ENSG00000183785	ENSG00000183785	HGNC:12410													
TUBB2B	gene	TUBB2B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612850						1		1.58			ENSG00000137285	ENSG00000137285	HGNC:30829													
TUBB3	gene	TUBB3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602661						1		1.58			ENSG00000258947	ENSG00000258947	HGNC:20772													
TUFM	gene	TUFM	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602389						1		1.58			ENSG00000178952	ENSG00000178952	HGNC:12420													
TUSC3	gene	TUSC3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601385						1		1.58			ENSG00000104723	ENSG00000104723	HGNC:30242													
TWNK	gene	TWNK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606075						1		1.58			ENSG00000107815	ENSG00000107815	HGNC:1160													
TXNDC15	gene	TXNDC15	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Meckel-Gruber syndrome;MGS				27894351			1		1.58			ENSG00000113621	ENSG00000113621	HGNC:20652													
TYMP	gene	TYMP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					131222						1		1.58			ENSG00000025708	ENSG00000025708	HGNC:3148													
UGT1A1	gene	UGT1A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					191740						1		1.58			ENSG00000241635	ENSG00000241635	HGNC:12530													
UMOD	gene	UMOD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					191845						1		1.58			ENSG00000169344	ENSG00000169344	HGNC:12559													
UMPS	gene	UMPS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613891						1		1.58			ENSG00000114491	ENSG00000114491	HGNC:12563													
UQCRB	gene	UQCRB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					191330						1		1.58			ENSG00000156467	ENSG00000156467	HGNC:12582													
UQCRQ	gene	UQCRQ	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612080						1		1.58			ENSG00000164405	ENSG00000164405	HGNC:29594													
UROC1	gene	UROC1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613012						1		1.58			ENSG00000159650	ENSG00000159650	HGNC:26444													
